Product,Measure,Units,Year,Value,fact_text
Fluid milk and other dairy products,Average export price,$NZ/tonne,2022,3337.0,"In 2022, the average export price for Fluid milk and other dairy products was 3337.0 $NZ/tonne in New Zealand."
Fluid milk and other dairy products,Export revenue,$NZ millions,2022,1914.0,"In 2022, the export revenue of Fluid milk and other dairy products was 1914.0 $NZ millions in New Zealand."
Whole milk powder,Export volume,tonnes,2023,1373431.0,"In 2023, the export volume of Whole milk powder was 1373431.0 tonnes in New Zealand."
Whole milk powder,Average export price,$NZ/tonne,2023,6024.0,"In 2023, the average export price for Whole milk powder was 6024.0 $NZ/tonne in New Zealand."
Whole milk powder,Export revenue,$NZ millions,2023,8274.0,"In 2023, the export revenue of Whole milk powder was 8274.0 $NZ millions in New Zealand."
"Butter, AMF, and cream",Export volume,tonnes,2023,479595.0,"In 2023, the export volume of Butter, AMF, and cream was 479595.0 tonnes in New Zealand."
"Butter, AMF, and cream",Average export price,$NZ/tonne,2023,9568.0,"In 2023, the average export price for Butter, AMF, and cream was 9568.0 $NZ/tonne in New Zealand."
"Butter, AMF, and cream",Export revenue,$NZ millions,2023,4589.0,"In 2023, the export revenue of Butter, AMF, and cream was 4589.0 $NZ millions in New Zealand."
Skim milk & butter milk powder,Export volume,tonnes,2023,463802.0,"In 2023, the export volume of Skim milk & butter milk powder was 463802.0 tonnes in New Zealand."
Skim milk & butter milk powder,Average export price,$NZ/tonne,2023,5764.0,"In 2023, the average export price for Skim milk & butter milk powder was 5764.0 $NZ/tonne in New Zealand."
Skim milk & butter milk powder,Export revenue,$NZ millions,2023,2673.0,"In 2023, the export revenue of Skim milk & butter milk powder was 2673.0 $NZ millions in New Zealand."
Casein & protein products,Export volume,tonnes,2023,175287.0,"In 2023, the export volume of Casein & protein products was 175287.0 tonnes in New Zealand."
Casein & protein products,Average export price,$NZ/tonne,2023,18939.0,"In 2023, the average export price for Casein & protein products was 18939.0 $NZ/tonne in New Zealand."
Casein & protein products,Export revenue,$NZ millions,2023,3320.0,"In 2023, the export revenue of Casein & protein products was 3320.0 $NZ millions in New Zealand."
Cheese,Export volume,tonnes,2023,372761.0,"In 2023, the export volume of Cheese was 372761.0 tonnes in New Zealand."
Cheese,Average export price,$NZ/tonne,2023,8154.0,"In 2023, the average export price for Cheese was 8154.0 $NZ/tonne in New Zealand."
Cheese,Export revenue,$NZ millions,2023,3039.0,"In 2023, the export revenue of Cheese was 3039.0 $NZ millions in New Zealand."
Infant formula,Export volume,tonnes,2023,91595.0,"In 2023, the export volume of Infant formula was 91595.0 tonnes in New Zealand."
Infant formula,Average export price,$NZ/tonne,2023,20902.0,"In 2023, the average export price for Infant formula was 20902.0 $NZ/tonne in New Zealand."
Infant formula,Export revenue,$NZ millions,2023,1915.0,"In 2023, the export revenue of Infant formula was 1915.0 $NZ millions in New Zealand."
Fluid milk and other dairy products,Export volume,tonnes,2023,569373.0,"In 2023, the export volume of Fluid milk and other dairy products was 569373.0 tonnes in New Zealand."
Fluid milk and other dairy products,Average export price,$NZ/tonne,2023,3860.0,"In 2023, the average export price for Fluid milk and other dairy products was 3860.0 $NZ/tonne in New Zealand."
Fluid milk and other dairy products,Export revenue,$NZ millions,2023,2198.0,"In 2023, the export revenue of Fluid milk and other dairy products was 2198.0 $NZ millions in New Zealand."
Whole milk powder,Export volume,tonnes,2024,1404223.0,"In 2024, the export volume of Whole milk powder was 1404223.0 tonnes in New Zealand."
Whole milk powder,Average export price,$NZ/tonne,2024,5310.0,"In 2024, the average export price for Whole milk powder was 5310.0 $NZ/tonne in New Zealand."
Whole milk powder,Export revenue,$NZ millions,2024,7457.0,"In 2024, the export revenue of Whole milk powder was 7457.0 $NZ millions in New Zealand."
"Butter, AMF, and cream",Export volume,tonnes,2024,440505.0,"In 2024, the export volume of Butter, AMF, and cream was 440505.0 tonnes in New Zealand."
"Butter, AMF, and cream",Average export price,$NZ/tonne,2024,9394.0,"In 2024, the average export price for Butter, AMF, and cream was 9394.0 $NZ/tonne in New Zealand."
"Butter, AMF, and cream",Export revenue,$NZ millions,2024,4138.0,"In 2024, the export revenue of Butter, AMF, and cream was 4138.0 $NZ millions in New Zealand."
Skim milk & butter milk powder,Export volume,tonnes,2024,465058.0,"In 2024, the export volume of Skim milk & butter milk powder was 465058.0 tonnes in New Zealand."
Skim milk & butter milk powder,Average export price,$NZ/tonne,2024,4459.0,"In 2024, the average export price for Skim milk & butter milk powder was 4459.0 $NZ/tonne in New Zealand."
Skim milk & butter milk powder,Export revenue,$NZ millions,2024,2074.0,"In 2024, the export revenue of Skim milk & butter milk powder was 2074.0 $NZ millions in New Zealand."
Casein & protein products,Export volume,tonnes,2024,205451.0,"In 2024, the export volume of Casein & protein products was 205451.0 tonnes in New Zealand."
Casein & protein products,Average export price,$NZ/tonne,2024,14361.0,"In 2024, the average export price for Casein & protein products was 14361.0 $NZ/tonne in New Zealand."
Casein & protein products,Export revenue,$NZ millions,2024,2950.0,"In 2024, the export revenue of Casein & protein products was 2950.0 $NZ millions in New Zealand."
Cheese,Export volume,tonnes,2024,353411.0,"In 2024, the export volume of Cheese was 353411.0 tonnes in New Zealand."
Cheese,Average export price,$NZ/tonne,2024,7369.0,"In 2024, the average export price for Cheese was 7369.0 $NZ/tonne in New Zealand."
Cheese,Export revenue,$NZ millions,2024,2604.0,"In 2024, the export revenue of Cheese was 2604.0 $NZ millions in New Zealand."
Infant formula,Export volume,tonnes,2024,83459.0,"In 2024, the export volume of Infant formula was 83459.0 tonnes in New Zealand."
Infant formula,Average export price,$NZ/tonne,2024,21723.0,"In 2024, the average export price for Infant formula was 21723.0 $NZ/tonne in New Zealand."
Infant formula,Export revenue,$NZ millions,2024,1813.0,"In 2024, the export revenue of Infant formula was 1813.0 $NZ millions in New Zealand."
Fluid milk and other dairy products,Export volume,tonnes,2024,600939.0,"In 2024, the export volume of Fluid milk and other dairy products was 600939.0 tonnes in New Zealand."
Fluid milk and other dairy products,Average export price,$NZ/tonne,2024,3652.0,"In 2024, the average export price for Fluid milk and other dairy products was 3652.0 $NZ/tonne in New Zealand."
Fluid milk and other dairy products,Export revenue,$NZ millions,2024,2195.0,"In 2024, the export revenue of Fluid milk and other dairy products was 2195.0 $NZ millions in New Zealand."
